,Indicator,Continent,Country,Year,Gender,Cause,Average_death_Value
2386,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Both sexes,Total,41.87
2387,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Male,Total,41.92333333333333
2390,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Male,Lower respiratory infections,42.35666666666666
2392,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Female,Total,42.330000000000005
2394,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Female,Total,42.553333333333335
2399,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Both sexes,Total,43.199999999999996
2403,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Both sexes,Total,43.406666666666666
2404,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Both sexes,Total,43.63333333333333
2411,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Female,Total,43.70666666666667
2414,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Female,Total,44.196666666666665
2417,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Male,Total,44.306666666666665
2418,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Female,Total,44.62
2419,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Both sexes,Total,44.64666666666667
2423,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Male,Ischaemic heart disease,44.55666666666667
2428,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Both sexes,Total,45.406666666666666
2429,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Both sexes,Total,45.623333333333335
2431,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Female,Lower respiratory infections,45.583333333333336
2432,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Male,Total,45.85333333333333
2436,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Female,Total,46.36666666666667
2438,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Both sexes,Total,46.416666666666664
2439,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Female,Total,46.21
2441,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Male,Total,46.52666666666667
2444,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Male,Total,46.60333333333333
2445,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Male,Total,46.64000000000001
2447,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Female,Total,46.78333333333333
2448,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Male,Total,47.02666666666667
2457,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Both sexes,Lower respiratory infections,47.56666666666666
2459,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Male,Total,47.76333333333333
2460,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Both sexes,Total,48.04
2461,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Male,Total,47.77333333333333
2462,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Male,Total,48.06
2465,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Both sexes,Total,48.07666666666666
2470,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Female,Total,48.43666666666667
2474,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Male,Total,48.54
2483,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Male,Lower respiratory infections,49.53666666666667
2485,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Female,Total,50.086666666666666
2489,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Male,Stroke,5.083333333333333
2490,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Both sexes,Stroke,5.056666666666666
2491,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Female,Ischaemic heart disease,5.01
2494,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Female,Stroke,5.426666666666667
2497,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Both sexes,Ischaemic heart disease,5.033333333333333
2499,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Female,Lower respiratory infections,5.116666666666667
2500,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Male,Stroke,5.093333333333334
2505,Ambient air pollution attributable death rate (per 100 000 population),Africa,Uganda,2016,Male,Ischaemic heart disease,5.086666666666667
2506,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Both sexes,Chronic obstructive pulmonary disease,5.28
2510,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Male,Stroke,5.133333333333333
2511,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Both sexes,Stroke,5.2700000000000005
2513,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Female,Stroke,5.16
2519,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Female,Ischaemic heart disease,5.16
2525,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Female,Chronic obstructive pulmonary disease,5.27
2528,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Both sexes,Ischaemic heart disease,5.236666666666666
2529,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Male,Chronic obstructive pulmonary disease,5.449999999999999
2531,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Both sexes,Lower respiratory infections,5.3133333333333335
2535,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Male,Chronic obstructive pulmonary disease,5.5
2542,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zambia,2016,Male,Ischaemic heart disease,5.3066666666666675
2546,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Female,Stroke,5.543333333333333
2547,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Male,Ischaemic heart disease,5.34
2552,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Both sexes,Stroke,5.596666666666667
2555,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Both sexes,Stroke,5.406666666666666
2557,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Both sexes,Ischaemic heart disease,5.376666666666666
2558,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Both sexes,Stroke,5.420000000000001
2564,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Both sexes,Stroke,5.596666666666667
2565,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Male,Lower respiratory infections,5.510000000000001
2570,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Male,Stroke,5.663333333333334
2576,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Both sexes,Stroke,5.539999999999999
2578,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Female,Ischaemic heart disease,5.486666666666667
2580,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Both sexes,Stroke,5.573333333333333
2582,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Female,Chronic obstructive pulmonary disease,5.81
2584,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Both sexes,Stroke,5.580000000000001
2587,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Both sexes,Stroke,5.596666666666667
2589,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Male,Stroke,5.59
2593,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Both sexes,Stroke,5.646666666666667
2594,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Both sexes,Ischaemic heart disease,5.609999999999999
2595,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Male,Stroke,5.656666666666666
2599,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Male,Stroke,5.686666666666667
2600,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Both sexes,Stroke,5.883333333333333
2601,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Male,Chronic obstructive pulmonary disease,5.776666666666666
2603,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Female,Stroke,5.87
2604,Ambient air pollution attributable death rate (per 100 000 population),Africa,Senegal,2016,Female,Stroke,5.75
2608,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Male,Lower respiratory infections,5.726666666666667
2609,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Both sexes,Stroke,5.833333333333333
2610,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Female,Stroke,5.739999999999999
2612,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Male,"Trachea, bronchus, lung cancers",5.8
2613,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Male,Stroke,5.863333333333333
2614,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Both sexes,Stroke,5.89
2616,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Female,Stroke,5.916666666666667
2618,Ambient air pollution attributable death rate (per 100 000 population),Africa,Angola,2016,Male,Ischaemic heart disease,5.743333333333333
2627,Ambient air pollution attributable death rate (per 100 000 population),Africa,Morocco,2016,Female,Stroke,6.136666666666667
2628,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Both sexes,Ischaemic heart disease,5.8566666666666665
2629,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Both sexes,Ischaemic heart disease,5.826666666666667
2630,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Male,Stroke,5.876666666666666
2632,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Female,Stroke,5.923333333333333
2635,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Both sexes,Lower respiratory infections,5.923333333333333
2640,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Both sexes,Stroke,5.976666666666667
2648,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Both sexes,Chronic obstructive pulmonary disease,6.19
2655,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Male,Total,50.94
2658,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Both sexes,Total,51.25
2660,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Female,Lower respiratory infections,51.376666666666665
2662,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Female,Total,51.71
2672,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Both sexes,Lower respiratory infections,52.883333333333326
2676,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Both sexes,Total,53.29666666666666
2678,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Female,Total,53.54
2685,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Male,Lower respiratory infections,54.35333333333333
2686,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Female,Total,54.343333333333334
2690,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Male,Total,55.849999999999994
2692,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Both sexes,Total,55.879999999999995
2694,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,Total,56.163333333333334
2695,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Both sexes,Total,56.526666666666664
2697,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Female,Total,56.70666666666667
2701,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Male,Total,57.39333333333334
2703,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Female,Lower respiratory infections,57.68000000000001
2714,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Male,Total,59.54
2716,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Male,Total,59.64000000000001
2722,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Female,Stroke,6.073333333333333
2726,Ambient air pollution attributable death rate (per 100 000 population),Africa,Algeria,2016,Female,Lower respiratory infections,6.126666666666666
2732,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Both sexes,Stroke,6.163333333333333
2735,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Female,Stroke,6.38
2736,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Female,Stroke,6.216666666666666
2743,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Female,Chronic obstructive pulmonary disease,6.426666666666667
2744,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Male,Ischaemic heart disease,6.22
2755,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Male,Stroke,6.36
2757,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Both sexes,Stroke,6.409999999999999
2759,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Male,Stroke,6.57
2760,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Female,Ischaemic heart disease,6.37
2763,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Both sexes,Chronic obstructive pulmonary disease,6.47
2764,Ambient air pollution attributable death rate (per 100 000 population),Africa,Equatorial Guinea,2016,Female,Stroke,6.443333333333334
2768,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Female,Stroke,6.593333333333334
2774,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sao Tome and Principe,2016,Female,Stroke,6.786666666666666
2776,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Female,Stroke,6.566666666666666
2777,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Both sexes,Stroke,6.580000000000001
2779,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Female,Ischaemic heart disease,6.523333333333333
2787,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Male,Stroke,6.603333333333333
2789,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritania,2016,Female,Stroke,6.666666666666667
2791,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Male,Stroke,6.659999999999999
2793,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Female,Lower respiratory infections,6.670000000000001
2802,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Female,Stroke,6.760000000000001
2805,Ambient air pollution attributable death rate (per 100 000 population),Africa,Zimbabwe,2016,Female,Ischaemic heart disease,6.6933333333333325
2809,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Female,Ischaemic heart disease,6.710000000000001
2814,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Both sexes,Chronic obstructive pulmonary disease,7.103333333333334
2816,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Both sexes,Stroke,7.05
2818,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Male,Ischaemic heart disease,6.760000000000001
2819,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Both sexes,Ischaemic heart disease,6.793333333333333
2821,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,Lower respiratory infections,6.843333333333334
2825,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Female,Stroke,6.88
2827,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Both sexes,Stroke,6.896666666666666
2828,Ambient air pollution attributable death rate (per 100 000 population),Africa,Democratic Republic of the Congo,2016,Male,Ischaemic heart disease,6.863333333333333
2832,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Male,Stroke,6.916666666666667
2834,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Female,Stroke,7.166666666666667
2836,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Female,Ischaemic heart disease,6.923333333333333
2838,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Both sexes,Stroke,6.976666666666667
2840,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Male,Lower respiratory infections,7.0200000000000005
2843,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Both sexes,Lower respiratory infections,61.03333333333333
2844,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Female,Total,61.580000000000005
2845,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Both sexes,Total,61.873333333333335
2846,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Both sexes,Total,61.68333333333334
2847,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Male,Total,62.13666666666666
2852,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Female,Total,63.830000000000005
2854,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Male,Lower respiratory infections,64.38
2857,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Male,Total,66.33333333333333
2859,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Male,Total,66.61
2861,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Female,Total,66.96666666666667
2864,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Both sexes,Total,69.34333333333333
2872,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Both sexes,Stroke,7.046666666666667
2873,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Female,Stroke,7.150000000000001
2874,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Male,Stroke,7.066666666666666
2876,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Both sexes,Stroke,7.253333333333334
2877,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Both sexes,Stroke,7.123333333333334
2879,Ambient air pollution attributable death rate (per 100 000 population),Africa,Djibouti,2016,Male,Stroke,7.1000000000000005
2885,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Both sexes,Stroke,7.2299999999999995
2889,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Both sexes,Stroke,7.18
2891,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Both sexes,Ischaemic heart disease,7.146666666666667
2894,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cabo Verde,2016,Female,Stroke,7.493333333333333
2895,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Female,Ischaemic heart disease,7.2
2900,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Both sexes,Ischaemic heart disease,7.1933333333333325
2905,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Both sexes,Ischaemic heart disease,7.25
2907,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Male,Stroke,7.323333333333333
2912,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Female,Stroke,8.07
2915,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Female,Ischaemic heart disease,7.296666666666667
2917,Ambient air pollution attributable death rate (per 100 000 population),Africa,United Republic of Tanzania,2016,Male,Ischaemic heart disease,7.3566666666666665
2919,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Female,Lower respiratory infections,7.506666666666667
2920,Ambient air pollution attributable death rate (per 100 000 population),Africa,Togo,2016,Female,Stroke,7.433333333333334
2923,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea,2016,Female,Stroke,7.510000000000001
2925,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Both sexes,Ischaemic heart disease,7.426666666666667
2927,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Female,Lower respiratory infections,7.44
2933,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Male,Stroke,7.63
2934,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Both sexes,Stroke,7.553333333333334
2936,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Both sexes,Chronic obstructive pulmonary disease,7.786666666666666
2937,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Male,Chronic obstructive pulmonary disease,7.640000000000001
2941,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Male,Stroke,7.640000000000001
2942,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Africa,2016,Male,Chronic obstructive pulmonary disease,7.866666666666667
2948,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Female,Stroke,7.653333333333333
2950,Ambient air pollution attributable death rate (per 100 000 population),Africa,Liberia,2016,Male,Ischaemic heart disease,7.640000000000001
2954,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Female,Ischaemic heart disease,7.6433333333333335
2957,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Female,Stroke,7.736666666666667
2964,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Female,Stroke,7.859999999999999
2967,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Female,Ischaemic heart disease,7.78
2970,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Male,Stroke,7.863333333333334
2972,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Both sexes,Stroke,7.876666666666666
2978,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Male,Stroke,7.926666666666667
2980,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Female,Stroke,7.919999999999999
2983,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Female,Stroke,8.183333333333334
2987,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Both sexes,Stroke,7.97
2992,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Both sexes,Total,70.69333333333334
2994,Ambient air pollution attributable death rate (per 100 000 population),Africa,Niger,2016,Male,Total,71.83
3005,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Male,Total,75.77333333333333
3006,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Both sexes,Total,75.91
3008,Ambient air pollution attributable death rate (per 100 000 population),Africa,Nigeria,2016,Female,Total,76.03666666666668
3011,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Male,Total,77.53333333333335
3015,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Female,Total,79.3
3020,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Both sexes,Ischaemic heart disease,7.993333333333333
3021,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Female,Stroke,8.023333333333333
3023,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Male,Chronic obstructive pulmonary disease,8.43
3025,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burundi,2016,Male,Ischaemic heart disease,8.03
3036,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Male,Ischaemic heart disease,8.08
3042,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Female,Ischaemic heart disease,8.12
3047,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Female,Ischaemic heart disease,8.156666666666666
3048,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Both sexes,Stroke,8.75
3052,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Male,Ischaemic heart disease,8.186666666666667
3059,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Both sexes,Stroke,8.293333333333333
3060,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Female,Stroke,8.31
3063,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Both sexes,Lower respiratory infections,8.456666666666665
3064,Ambient air pollution attributable death rate (per 100 000 population),Africa,South Sudan,2016,Male,Ischaemic heart disease,8.346666666666666
3068,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Both sexes,Ischaemic heart disease,8.383333333333333
3073,Ambient air pollution attributable death rate (per 100 000 population),Africa,Malawi,2016,Female,Lower respiratory infections,8.62
3074,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Male,Ischaemic heart disease,8.44
3089,Ambient air pollution attributable death rate (per 100 000 population),Africa,Kenya,2016,Female,Lower respiratory infections,8.68
3091,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Female,Ischaemic heart disease,8.606666666666667
3093,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Female,Stroke,8.69
3094,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Male,Ischaemic heart disease,8.633333333333333
3104,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Both sexes,Stroke,8.833333333333334
3105,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ghana,2016,Male,Ischaemic heart disease,8.72
3106,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mali,2016,Male,Ischaemic heart disease,8.713333333333333
3107,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sierra Leone,2016,Female,Stroke,8.813333333333333
3108,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Both sexes,Stroke,8.833333333333334
3116,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Male,Ischaemic heart disease,8.806666666666667
3120,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Female,Lower respiratory infections,9.096666666666666
3121,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Both sexes,Ischaemic heart disease,8.856666666666667
3124,Ambient air pollution attributable death rate (per 100 000 population),Africa,Comoros,2016,Both sexes,Ischaemic heart disease,8.866666666666667
3127,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Both sexes,Ischaemic heart disease,8.913333333333334
3128,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Female,Stroke,8.983333333333333
3129,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Male,Stroke,8.946666666666667
3130,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Male,Chronic obstructive pulmonary disease,9.226666666666667
3133,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Both sexes,Stroke,8.996666666666666
3134,Ambient air pollution attributable death rate (per 100 000 population),Africa,Côte d’Ivoire,2016,Male,Stroke,8.996666666666668
